Date : 2022-01-14 11:34:21
Directory : c:\xampp_new\htdocs
Total : 917 files,  405173 codes, 23229 comments, 73654 blanks, all 502056 lines

Languages
+-------------+------------+------------+------------+------------+------------+
| language    | files      | code       | comment    | blank      | total      |
+-------------+------------+------------+------------+------------+------------+
| Django HTML |        209 |    196,898 |          0 |     39,066 |    235,964 |
| CSS         |        138 |     70,983 |      3,003 |     10,729 |     84,715 |
| PHP         |        319 |     61,211 |     10,753 |      8,577 |     80,541 |
| JavaScript  |        166 |     55,209 |      9,433 |     14,920 |     79,562 |
| XML         |         62 |     13,019 |          7 |        113 |     13,139 |
| Django txt  |          9 |      4,115 |          0 |        104 |      4,219 |
| Markdown    |          9 |      3,668 |          0 |        125 |      3,793 |
| JSON        |          1 |         31 |          0 |          1 |         32 |
| SQL         |          1 |         24 |         30 |         14 |         68 |
| YAML        |          2 |         11 |          0 |          2 |         13 |
| Python      |          1 |          4 |          3 |          3 |         10 |
+-------------+------------+------------+------------+------------+------------+

Directories
+--------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                 | files      | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                    |        917 |    405,173 |     23,229 |     73,654 |    502,056 |
| apps                                                                                 |          3 |        278 |          3 |        132 |        413 |
| apps\lmao_xd                                                                         |          1 |         57 |          0 |         17 |         74 |
| apps\urban_dict                                                                      |          1 |         63 |          3 |         34 |        100 |
| blogs                                                                                |          2 |         45 |          0 |         13 |         58 |
| database                                                                             |          3 |        153 |          0 |         21 |        174 |
| includes                                                                             |          3 |        268 |          6 |         50 |        324 |
| music                                                                                |          4 |        785 |          2 |        279 |      1,066 |
| music\albums                                                                         |          1 |        167 |          1 |         56 |        224 |
| music\discography                                                                    |          1 |        173 |          1 |         56 |        230 |
| music\singles                                                                        |          1 |        206 |          0 |         86 |        292 |
| music\singles\melancholy                                                             |          1 |        206 |          0 |         86 |        292 |
| old                                                                                  |        564 |    160,687 |     14,758 |     25,523 |    200,968 |
| old\.VSCodeCounter                                                                   |          6 |      6,436 |          0 |         32 |      6,468 |
| old\.VSCodeCounter\2021-11-03_17-30-02                                               |          3 |      5,252 |          0 |         16 |      5,268 |
| old\.VSCodeCounter\2021-11-03_17-32-51                                               |          3 |      1,184 |          0 |         16 |      1,200 |
| old\admin                                                                            |        190 |     39,536 |      3,307 |      3,725 |     46,568 |
| old\admin\adminer                                                                    |        188 |     39,446 |      3,307 |      3,722 |     46,475 |
| old\admin\adminer\.github                                                            |          1 |          2 |          0 |          1 |          3 |
| old\admin\adminer\adminer                                                            |        101 |     24,354 |      2,152 |      2,092 |     28,598 |
| old\admin\adminer\adminer\drivers                                                    |         10 |      5,153 |        392 |        787 |      6,332 |
| old\admin\adminer\adminer\include                                                    |         14 |      3,011 |      1,009 |        296 |      4,316 |
| old\admin\adminer\adminer\lang                                                       |         44 |     12,111 |        302 |        594 |     13,007 |
| old\admin\adminer\adminer\static                                                     |          3 |      1,283 |        373 |        155 |      1,811 |
| old\admin\adminer\designs                                                            |         27 |      7,748 |        576 |      1,083 |      9,407 |
| old\admin\adminer\designs\brade                                                      |          1 |         58 |          4 |          1 |         63 |
| old\admin\adminer\designs\bueltge                                                    |          1 |        412 |          6 |         10 |        428 |
| old\admin\adminer\designs\cvicebni-ubor                                              |          1 |        259 |         12 |          2 |        273 |
| old\admin\adminer\designs\esterka                                                    |          1 |        216 |          0 |         46 |        262 |
| old\admin\adminer\designs\flat                                                       |          1 |         66 |         22 |         21 |        109 |
| old\admin\adminer\designs\galkaev                                                    |          1 |        779 |         51 |        161 |        991 |
| old\admin\adminer\designs\haeckel                                                    |          1 |        420 |         84 |         17 |        521 |
| old\admin\adminer\designs\hever                                                      |          1 |         48 |          4 |         20 |         72 |
| old\admin\adminer\designs\jukin                                                      |          1 |         27 |          1 |          2 |         30 |
| old\admin\adminer\designs\kahi                                                       |          1 |        152 |         67 |         71 |        290 |
| old\admin\adminer\designs\konya                                                      |          1 |        104 |         10 |         15 |        129 |
| old\admin\adminer\designs\lucas-sandery                                              |          1 |        680 |         18 |          2 |        700 |
| old\admin\adminer\designs\mancave                                                    |          1 |        949 |         77 |        189 |      1,215 |
| old\admin\adminer\designs\mancave-hever                                              |          1 |        147 |         31 |         24 |        202 |
| old\admin\adminer\designs\mvt                                                        |          1 |        656 |         16 |        147 |        819 |
| old\admin\adminer\designs\nette                                                      |          1 |        460 |         13 |         98 |        571 |
| old\admin\adminer\designs\ng9                                                        |          1 |        213 |          0 |         47 |        260 |
| old\admin\adminer\designs\nicu                                                       |          1 |        561 |          1 |          1 |        563 |
| old\admin\adminer\designs\pappu687                                                   |          1 |        315 |          6 |         58 |        379 |
| old\admin\adminer\designs\paranoiq                                                   |          1 |        252 |         13 |         26 |        291 |
| old\admin\adminer\designs\pepa-linha                                                 |          1 |        559 |          6 |        100 |        665 |
| old\admin\adminer\designs\pilot                                                      |          1 |        111 |          0 |         16 |        127 |
| old\admin\adminer\designs\pokorny                                                    |          1 |        251 |         42 |          2 |        295 |
| old\admin\adminer\designs\price                                                      |          1 |         50 |         24 |          2 |         76 |
| old\admin\adminer\designs\rmsoft                                                     |          1 |          1 |         34 |          2 |         37 |
| old\admin\adminer\designs\rmsoft_blue                                                |          1 |          1 |         34 |          2 |         37 |
| old\admin\adminer\editor                                                             |          9 |        775 |         53 |        108 |        936 |
| old\admin\adminer\editor\include                                                     |          3 |        619 |         25 |         72 |        716 |
| old\admin\adminer\editor\static                                                      |          1 |         41 |         13 |          9 |         63 |
| old\admin\adminer\plugins                                                            |         39 |      1,511 |        359 |        289 |      2,159 |
| old\admin\adminer\tests                                                              |          1 |      1,608 |          0 |          0 |      1,608 |
| old\albums                                                                           |          4 |        794 |          1 |         86 |        881 |
| old\albums\recuerdos1                                                                |          1 |        208 |          0 |          7 |        215 |
| old\albums\recuerdos2                                                                |          1 |        209 |          0 |          4 |        213 |
| old\albums\recuerdos3                                                                |          1 |        149 |          0 |          5 |        154 |
| old\apps                                                                             |         90 |     38,437 |      5,334 |      7,642 |     51,413 |
| old\apps\dork_tool                                                                   |          5 |      1,016 |         70 |        194 |      1,280 |
| old\apps\htags                                                                       |          3 |      1,982 |        334 |        400 |      2,716 |
| old\apps\jup                                                                         |          5 |        101 |         40 |         32 |        173 |
| old\apps\jup\js                                                                      |          2 |          4 |         10 |          2 |         16 |
| old\apps\lmaoxd                                                                      |          1 |        118 |          0 |         31 |        149 |
| old\apps\others                                                                      |         40 |     17,829 |      2,462 |      3,526 |     23,817 |
| old\apps\others\dict                                                                 |          3 |      1,720 |        302 |        368 |      2,390 |
| old\apps\others\dork_tool                                                            |          5 |        706 |         70 |        130 |        906 |
| old\apps\others\scd                                                                  |         27 |     14,971 |      2,088 |      2,924 |     19,983 |
| old\apps\others\scd\css                                                              |          3 |      3,577 |        227 |        414 |      4,218 |
| old\apps\others\scd\js                                                               |         18 |     10,975 |      1,853 |      2,418 |     15,246 |
| old\apps\others\scd\js\foundation                                                    |         14 |      2,864 |        178 |        701 |      3,743 |
| old\apps\others\scd\js\vendor                                                        |          3 |      8,109 |      1,663 |      1,716 |     11,488 |
| old\apps\others\test                                                                 |          1 |         12 |          1 |          2 |         15 |
| old\apps\others\yt_downloader                                                        |          3 |        142 |          1 |         43 |        186 |
| old\apps\sc_hearthis scraper                                                         |          2 |      1,786 |        302 |        392 |      2,480 |
| old\apps\scd                                                                         |         27 |     14,971 |      2,088 |      2,924 |     19,983 |
| old\apps\scd\css                                                                     |          3 |      3,577 |        227 |        414 |      4,218 |
| old\apps\scd\js                                                                      |         18 |     10,975 |      1,853 |      2,418 |     15,246 |
| old\apps\scd\js\foundation                                                           |         14 |      2,864 |        178 |        701 |      3,743 |
| old\apps\scd\js\vendor                                                               |          3 |      8,109 |      1,663 |      1,716 |     11,488 |
| old\apps\test                                                                        |          3 |         30 |          0 |         12 |         42 |
| old\apps\test\js                                                                     |          1 |          8 |          0 |          4 |         12 |
| old\apps\urban_dict                                                                  |          1 |        143 |          5 |         45 |        193 |
| old\apps\yt_downloader                                                               |          1 |          1 |          0 |          0 |          1 |
| old\apps\yt_thumb_downloader                                                         |          1 |        238 |         32 |         40 |        310 |
| old\archives                                                                         |          9 |      1,646 |         71 |        337 |      2,054 |
| old\archives\apps                                                                    |          1 |        256 |          0 |         55 |        311 |
| old\archives\dork                                                                    |          5 |        706 |         70 |        130 |        906 |
| old\archives\g_state                                                                 |          1 |        190 |          0 |         44 |        234 |
| old\archives\websites                                                                |          1 |        248 |          0 |         49 |        297 |
| old\blogs                                                                            |         13 |      1,438 |          6 |        386 |      1,830 |
| old\blogs\2021                                                                       |          5 |      1,014 |          0 |        259 |      1,273 |
| old\blogs\2021\asansol_glass_factory                                                 |          1 |        280 |          0 |         78 |        358 |
| old\blogs\2021\orient_homes                                                          |          1 |        222 |          0 |         39 |        261 |
| old\blogs\2021\orient_paper_mill                                                     |          1 |        222 |          0 |         39 |        261 |
| old\blogs\2022                                                                       |          1 |         14 |          0 |          6 |         20 |
| old\blogs\category                                                                   |          2 |         54 |          0 |         24 |         78 |
| old\bootlegs                                                                         |          2 |        379 |          2 |         17 |        398 |
| old\check                                                                            |         97 |     18,935 |      1,829 |      3,614 |     24,378 |
| old\check\Bootstrap 3.0.0                                                            |          9 |     14,934 |      1,607 |      3,220 |     19,761 |
| old\check\Bootstrap 3.0.0\css                                                        |          4 |      7,125 |         29 |      1,090 |      8,244 |
| old\check\Bootstrap 3.0.0\fonts                                                      |          1 |        229 |          0 |          0 |        229 |
| old\check\Bootstrap 3.0.0\js                                                         |          4 |      7,580 |      1,578 |      2,130 |     11,288 |
| old\check\aptitude                                                                   |          1 |          9 |          0 |          2 |         11 |
| old\check\css                                                                        |         40 |      1,637 |        183 |        222 |      2,042 |
| old\check\undo                                                                       |          6 |        128 |         39 |         18 |        185 |
| old\check\undo\css                                                                   |          3 |         69 |         39 |         15 |        123 |
| old\check\undo\includes                                                              |          2 |         45 |          0 |          1 |         46 |
| old\css                                                                              |         21 |     18,943 |        118 |      2,782 |     21,843 |
| old\fonts                                                                            |          2 |      3,885 |          0 |          1 |      3,886 |
| old\gallery                                                                          |          5 |      1,002 |          5 |        178 |      1,185 |
| old\gallery\asansol_glass_factory                                                    |          1 |        198 |          1 |         37 |        236 |
| old\gallery\garden_state                                                             |          1 |        198 |          1 |         38 |        237 |
| old\gallery\orient_colony                                                            |          1 |        198 |          1 |         37 |        236 |
| old\gallery\orient_paper_mills                                                       |          1 |        198 |          1 |         38 |        237 |
| old\i                                                                                |          4 |        120 |          4 |         25 |        149 |
| old\images                                                                           |          9 |        108 |          0 |         20 |        128 |
| old\images\anim                                                                      |          6 |         72 |          0 |         20 |         92 |
| old\js                                                                               |         38 |      7,564 |        842 |      1,701 |     10,107 |
| old\me                                                                               |          1 |        311 |          1 |         27 |        339 |
| old\people                                                                           |          1 |        166 |          0 |          6 |        172 |
| old\php                                                                              |         11 |      4,770 |      2,300 |        760 |      7,830 |
| old\playlists                                                                        |         20 |      1,471 |         20 |        576 |      2,067 |
| old\playlists\kdrama                                                                 |          3 |        145 |          0 |        108 |        253 |
| old\playlists\melancholia                                                            |          3 |        207 |          0 |        140 |        347 |
| old\playlists\melancholia_2                                                          |          4 |        210 |          0 |         65 |        275 |
| old\playlists\res                                                                    |          9 |        681 |         19 |        218 |        918 |
| old\playlists\res\icons                                                              |          7 |        190 |          7 |          7 |        204 |
| old\private                                                                          |          2 |        122 |          2 |        120 |        244 |
| old\private\ebooks                                                                   |          1 |         61 |          1 |         60 |        122 |
| old\resources                                                                        |          3 |        339 |          0 |         72 |        411 |
| old\resources\apks                                                                   |          1 |        111 |          0 |         30 |        141 |
| old\resources\ebooks                                                                 |          1 |        114 |          0 |         21 |        135 |
| old\rs-plugin                                                                        |          7 |      6,464 |        911 |      2,289 |      9,664 |
| old\rs-plugin\css                                                                    |          2 |      2,273 |        224 |        642 |      3,139 |
| old\rs-plugin\font                                                                   |          1 |         54 |          0 |          0 |         54 |
| old\rs-plugin\js                                                                     |          4 |      4,137 |        687 |      1,647 |      6,471 |
| old\svg                                                                              |         16 |        116 |          0 |         20 |        136 |
| old\xml                                                                              |          1 |         90 |          0 |          4 |         94 |
| resources                                                                            |         64 |     23,675 |      4,219 |      4,213 |     32,107 |
| resources\css                                                                        |         15 |      7,680 |        451 |        874 |      9,005 |
| resources\fonts                                                                      |          2 |      3,885 |          0 |          1 |      3,886 |
| resources\images                                                                     |          3 |         36 |          0 |          0 |         36 |
| resources\js                                                                         |         35 |      2,147 |        423 |        538 |      3,108 |
| resources\php                                                                        |          2 |      3,463 |      2,434 |        511 |      6,408 |
| resources\rs-plugin                                                                  |          7 |      6,464 |        911 |      2,289 |      9,664 |
| resources\rs-plugin\css                                                              |          2 |      2,273 |        224 |        642 |      3,139 |
| resources\rs-plugin\font                                                             |          1 |         54 |          0 |          0 |         54 |
| resources\rs-plugin\js                                                               |          4 |      4,137 |        687 |      1,647 |      6,471 |
| s                                                                                    |          1 |          3 |          0 |          0 |          3 |
| www                                                                                  |        270 |    218,962 |      4,241 |     43,323 |    266,526 |
| www\css                                                                              |         14 |      7,496 |        451 |        855 |      8,802 |
| www\fonts                                                                            |          2 |      3,885 |          0 |          1 |      3,886 |
| www\js                                                                               |         34 |      2,146 |        423 |        538 |      3,107 |
| www\php                                                                              |          2 |      3,463 |      2,434 |        511 |      6,408 |
| www\rs-plugin                                                                        |          7 |      6,464 |        911 |      2,289 |      9,664 |
| www\rs-plugin\css                                                                    |          2 |      2,273 |        224 |        642 |      3,139 |
| www\rs-plugin\font                                                                   |          1 |         54 |          0 |          0 |         54 |
| www\rs-plugin\js                                                                     |          4 |      4,137 |        687 |      1,647 |      6,471 |
+--------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+--------------------------------------------------------------------------------------+-------------+------------+------------+------------+------------+
| filename                                                                             | language    | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------+-------------+------------+------------+------------+------------+
| c:\xampp_new\htdocs\apps\index.php                                                   | PHP         |        158 |          0 |         81 |        239 |
| c:\xampp_new\htdocs\apps\lmao_xd\index.php                                           | PHP         |         57 |          0 |         17 |         74 |
| c:\xampp_new\htdocs\apps\urban_dict\index.php                                        | PHP         |         63 |          3 |         34 |        100 |
| c:\xampp_new\htdocs\blogs\date.xml                                                   | XML         |         26 |          0 |          8 |         34 |
| c:\xampp_new\htdocs\blogs\index.php                                                  | PHP         |         19 |          0 |          5 |         24 |
| c:\xampp_new\htdocs\database\discography.xml                                         | XML         |         68 |          0 |          4 |         72 |
| c:\xampp_new\htdocs\database\links.xml                                               | XML         |         26 |          0 |          0 |         26 |
| c:\xampp_new\htdocs\database\testimonials.xml                                        | XML         |         59 |          0 |         17 |         76 |
| c:\xampp_new\htdocs\includes\foot.php                                                | PHP         |         80 |          0 |         18 |         98 |
| c:\xampp_new\htdocs\includes\head.php                                                | PHP         |        154 |          0 |         27 |        181 |
| c:\xampp_new\htdocs\includes\livesearch.php                                          | PHP         |         34 |          6 |          5 |         45 |
| c:\xampp_new\htdocs\index.php                                                        | PHP         |        201 |          0 |         73 |        274 |
| c:\xampp_new\htdocs\music\albums\index.php                                           | PHP         |        167 |          1 |         56 |        224 |
| c:\xampp_new\htdocs\music\discography\index.php                                      | PHP         |        173 |          1 |         56 |        230 |
| c:\xampp_new\htdocs\music\index.php                                                  | PHP         |        239 |          0 |         81 |        320 |
| c:\xampp_new\htdocs\music\singles\melancholy\index.php                               | PHP         |        206 |          0 |         86 |        292 |
| c:\xampp_new\htdocs\notes.md                                                         | Markdown    |        102 |          0 |         25 |        127 |
| c:\xampp_new\htdocs\old\.VSCodeCounter\2021-11-03_17-30-02\details.md                | Markdown    |      2,386 |          0 |          6 |      2,392 |
| c:\xampp_new\htdocs\old\.VSCodeCounter\2021-11-03_17-30-02\results.md                | Markdown    |        241 |          0 |          7 |        248 |
| c:\xampp_new\htdocs\old\.VSCodeCounter\2021-11-03_17-30-02\results.txt               | Django txt  |      2,625 |          0 |          3 |      2,628 |
| c:\xampp_new\htdocs\old\.VSCodeCounter\2021-11-03_17-32-51\details.md                | Markdown    |        463 |          0 |          6 |        469 |
| c:\xampp_new\htdocs\old\.VSCodeCounter\2021-11-03_17-32-51\results.md                | Markdown    |        130 |          0 |          7 |        137 |
| c:\xampp_new\htdocs\old\.VSCodeCounter\2021-11-03_17-32-51\results.txt               | Django txt  |        591 |          0 |          3 |        594 |
| c:\xampp_new\htdocs\old\404.php                                                      | PHP         |         68 |          0 |         21 |         89 |
| c:\xampp_new\htdocs\old\admin\adminer\.github\FUNDING.yml                            | YAML        |          2 |          0 |          1 |          3 |
| c:\xampp_new\htdocs\old\admin\adminer\.travis.yml                                    | YAML        |          9 |          0 |          1 |         10 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer.css                                    | CSS         |         66 |         22 |         21 |        109 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\call.inc.php                           | PHP         |         83 |          0 |          8 |         91 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\create.inc.php                         | PHP         |        205 |          1 |         18 |        224 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\database.inc.php                       | PHP         |         73 |          3 |          5 |         81 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\db.inc.php                             | PHP         |        223 |          0 |         15 |        238 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\designs.php                            | PHP         |          6 |          9 |          0 |         15 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\download.inc.php                       | PHP         |         10 |          0 |          1 |         11 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\drivers\clickhouse.inc.php             | PHP         |        328 |          0 |         65 |        393 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\drivers\elastic.inc.php                | PHP         |        384 |         30 |         52 |        466 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\drivers\firebird.inc.php               | PHP         |        255 |         16 |         50 |        321 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\drivers\mongo.inc.php                  | PHP         |        650 |          5 |         78 |        733 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\drivers\mssql.inc.php                  | PHP         |        570 |         10 |         94 |        674 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\drivers\mysql.inc.php                  | PHP         |        740 |        304 |        101 |      1,145 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\drivers\oracle.inc.php                 | PHP         |        361 |          5 |         68 |        434 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\drivers\pgsql.inc.php                  | PHP         |        746 |         15 |        116 |        877 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\drivers\simpledb.inc.php               | PHP         |        419 |          2 |         64 |        485 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\drivers\sqlite.inc.php                 | PHP         |        700 |          5 |         99 |        804 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\dump.inc.php                           | PHP         |        200 |          0 |         25 |        225 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\edit.inc.php                           | PHP         |        109 |          0 |          9 |        118 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\event.inc.php                          | PHP         |         47 |          0 |          6 |         53 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\file.inc.php                           | PHP         |         24 |          1 |          2 |         27 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\foreign.inc.php                        | PHP         |        101 |          0 |          7 |        108 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\include\adminer.inc.php                | PHP         |        702 |        288 |         69 |      1,059 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\include\auth.inc.php                   | PHP         |        188 |          5 |         17 |        210 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\include\bootstrap.inc.php              | PHP         |         89 |          3 |         16 |        108 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\include\connect.inc.php                | PHP         |         94 |          0 |          9 |        103 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\include\coverage.inc.php               | PHP         |         17 |          1 |          1 |         19 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\include\design.inc.php                 | PHP         |        162 |         24 |         10 |        196 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\include\driver.inc.php                 | PHP         |         76 |         75 |         18 |        169 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\include\editing.inc.php                | PHP         |        411 |        142 |         27 |        580 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\include\functions.inc.php              | PHP         |        966 |        446 |         93 |      1,505 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\include\lang.inc.php                   | PHP         |        112 |          9 |          7 |        128 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\include\pdo.inc.php                    | PHP         |         88 |          2 |         15 |        105 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\include\tmpfile.inc.php                | PHP         |         17 |          0 |          6 |         23 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\include\version.inc.php                | PHP         |          2 |          0 |          1 |          3 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\include\xxtea.inc.php                  | PHP         |         87 |         14 |          7 |        108 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\index.php                              | PHP         |         66 |          8 |          6 |         80 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\indexes.inc.php                        | PHP         |        136 |          2 |          9 |        147 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\ar.inc.php                        | PHP         |        267 |          0 |          1 |        268 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\bg.inc.php                        | PHP         |        291 |         16 |         30 |        337 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\bn.inc.php                        | PHP         |        267 |          0 |          1 |        268 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\bs.inc.php                        | PHP         |        276 |         16 |         30 |        322 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\ca.inc.php                        | PHP         |        268 |          0 |          1 |        269 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\cs.inc.php                        | PHP         |        304 |         16 |         30 |        350 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\da.inc.php                        | PHP         |        282 |          0 |          1 |        283 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\de.inc.php                        | PHP         |        289 |          0 |          1 |        290 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\el.inc.php                        | PHP         |        291 |         16 |         30 |        337 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\en.inc.php                        | PHP         |         15 |          0 |          1 |         16 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\es.inc.php                        | PHP         |        268 |          0 |          1 |        269 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\et.inc.php                        | PHP         |        268 |          0 |          1 |        269 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\fa.inc.php                        | PHP         |        289 |         16 |         30 |        335 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\fi.inc.php                        | PHP         |        304 |         16 |         31 |        351 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\fr.inc.php                        | PHP         |        291 |          0 |          1 |        292 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\gl.inc.php                        | PHP         |        291 |          0 |          1 |        292 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\he.inc.php                        | PHP         |        293 |          0 |          1 |        294 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\hu.inc.php                        | PHP         |        267 |          0 |          1 |        268 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\id.inc.php                        | PHP         |        271 |         16 |         30 |        317 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\it.inc.php                        | PHP         |        268 |          0 |          1 |        269 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\ja.inc.php                        | PHP         |        277 |          0 |          1 |        278 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\ka.inc.php                        | PHP         |        303 |          0 |          1 |        304 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\ko.inc.php                        | PHP         |        267 |          0 |          1 |        268 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\lt.inc.php                        | PHP         |        267 |         16 |         30 |        313 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\ms.inc.php                        | PHP         |        295 |         16 |         30 |        341 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\nl.inc.php                        | PHP         |        268 |          0 |          1 |        269 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\no.inc.php                        | PHP         |        282 |          0 |          1 |        283 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\pl.inc.php                        | PHP         |        295 |         16 |         30 |        341 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\pt-br.inc.php                     | PHP         |        263 |          0 |          1 |        264 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\pt.inc.php                        | PHP         |        263 |          0 |          1 |        264 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\ro.inc.php                        | PHP         |        268 |          0 |          1 |        269 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\ru.inc.php                        | PHP         |        292 |          0 |          1 |        293 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\sk.inc.php                        | PHP         |        268 |          0 |          1 |        269 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\sl.inc.php                        | PHP         |        265 |         14 |         29 |        308 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\sr.inc.php                        | PHP         |        274 |         16 |         30 |        320 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\sv.inc.php                        | PHP         |        304 |         16 |         30 |        350 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\ta.inc.php                        | PHP         |        267 |          0 |          1 |        268 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\th.inc.php                        | PHP         |        268 |          0 |          1 |        269 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\tr.inc.php                        | PHP         |        298 |         16 |         30 |        344 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\uk.inc.php                        | PHP         |        271 |         16 |         30 |        317 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\vi.inc.php                        | PHP         |        284 |         16 |         29 |        329 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\xx.inc.php                        | PHP         |        304 |         16 |         30 |        350 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\zh-tw.inc.php                     | PHP         |        304 |         16 |         30 |        350 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\lang\zh.inc.php                        | PHP         |        304 |         16 |         30 |        350 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\plugin.php                             | PHP         |          7 |         33 |          4 |         44 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\privileges.inc.php                     | PHP         |         22 |          1 |          7 |         30 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\procedure.inc.php                      | PHP         |         53 |          0 |          6 |         59 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\processlist.inc.php                    | PHP         |         55 |          1 |          4 |         60 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\schema.inc.php                         | PHP         |        101 |          1 |          9 |        111 |
| c:\xampp_new\htdocs\old\admin\adminer\adminer\scheme.inc.php                         | PHP         |         34 |          0 |          5 |         39 |
